,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
10296,1000,36,9.99,32.27,0,MORTGAGE,84000,0,home_improvement,1075.300313,1000.0,75.3,221.81,0
10297,15908,36,12.53,669.33,4,RENT,68000,0,debt_consolidation,24095.59916,19999.99,4095.61,674.16,0
10298,4950,36,11.36,164.56,0,RENT,40000,1,educational,5924.695705,5000.0,924.7,178.67,0
10299,7000,60,14.17,163.5,8,RENT,84000,0,car,9805.300004,7000.0,2805.3,485.8,0
10300,16800,60,10.65,362.35,0,RENT,52000,1,major_purchase,21646.49997,16800.0,4846.5,3166.65,0
10301,7500,36,12.18,249.75,2,RENT,36320,0,debt_consolidation,6505.65,5096.89,1408.76,271.78,1
10302,2875,36,11.99,95.48,4,OWN,40800,0,moving,2693.0,2056.54,520.61,95.48,1
10303,7950,36,10.37,259.53,5,MORTGAGE,50000,0,other,9311.69854,8000.0,1311.7,871.65,0
10304,24619,36,11.36,822.78,1,RENT,150000,0,home_improvement,29620.8359,24999.99,4620.85,840.84,0
10305,16000,36,6.03,486.97,2,RENT,143000,1,wedding,17506.63636,16000.0,1506.64,2413.81,0
10306,3600,36,14.84,124.52,1,OWN,120000,0,other,4460.07964,3600.0,860.08,732.24,0
10307,3600,36,5.99,109.51,10,MORTGAGE,60000,0,credit_card,3942.071469,3600.0,342.07,110.3,0
10308,14750,60,19.29,391.51,9,MORTGAGE,75000,1,wedding,23066.54,14599.06,8467.48,391.51,0
10309,4800,60,19.91,126.94,2,OWN,41000,1,debt_consolidation,6976.3,4194.09,2782.21,126.94,0
10310,7000,36,11.11,229.54,5,MORTGAGE,36000,1,debt_consolidation,7577.729812,7000.0,577.73,5520.86,0
10311,7125,36,14.22,244.28,10,MORTGAGE,105000,1,credit_card,8794.233064,7125.0,1669.23,261.25,0
10312,3580,36,10.71,179.31,10,MORTGAGE,41000,0,debt_consolidation,6455.09877,5500.0,955.1,188.73,0
10313,2400,36,10.36,77.85,1,MORTGAGE,53004,1,major_purchase,2802.601922,2400.0,402.6,79.9,0
10314,6200,36,6.76,193.85,3,MORTGAGE,115000,0,credit_card,6335.782844,6300.0,35.78,6336.85,0
10315,17900,36,8.94,571.89,5,MORTGAGE,120000,0,home_improvement,19756.46442,18000.0,1756.46,343.69,0
10316,19975,36,11.14,656.07,10,MORTGAGE,110000,1,debt_consolidation,23619.73515,20000.0,3619.74,659.72,0
10317,5500,60,14.27,134.6,9,MORTGAGE,67000,1,debt_consolidation,7525.56,5220.36,2305.2,134.6,0
10318,9175,36,13.16,337.71,1,RENT,46000,1,debt_consolidation,5648.19,3417.57,1300.1,337.71,1
10319,10661,60,13.49,276.06,10,RENT,126000,1,debt_consolidation,15997.38,11448.84,4548.54,276.06,0
10320,19336,36,17.56,718.64,0,MORTGAGE,90000,1,other,23152.31,17203.68,5792.31,64.74,1
10321,9000,36,6.91,277.53,5,RENT,57500,0,house,9246.920059,9000.0,246.92,8139.17,0
10322,4000,36,14.96,138.59,10,RENT,31200,0,moving,4989.293314,4000.0,989.29,149.91,0
10323,15500,36,16.45,548.36,2,MORTGAGE,415000,0,credit_card,19418.69958,15500.0,3918.7,5188.83,0
10324,17975,60,18.3,460.03,3,RENT,55000,1,small_business,26624.24659,17999.99,8624.26,7345.74,0
10325,13200,36,7.51,410.67,6,MORTGAGE,83625,0,credit_card,14260.60027,13200.0,1060.6,7956.97,0
10326,14000,36,17.58,503.19,4,MORTGAGE,100000,1,credit_card,18114.79,14000.0,4114.79,519.68,0
10327,1600,36,16.69,56.8,3,RENT,25200,1,major_purchase,2044.752935,1600.0,444.75,61.51,0
10328,7975,36,13.11,269.96,10,MORTGAGE,40000,0,debt_consolidation,9718.994616,8000.0,1718.99,286.97,0
10329,11500,36,11.49,379.17,2,RENT,110000,1,credit_card,12482.24944,11500.0,982.25,12.23,0
10330,4955,36,14.96,173.23,2,RENT,30000,0,other,5677.44,4385.65,1243.26,100.0,1
10331,2500,36,15.7,87.53,2,RENT,20000,1,other,3091.121107,2500.0,591.12,907.7,0
10332,3500,36,14.17,119.92,10,MORTGAGE,55800,1,major_purchase,3541.64625,3500.0,41.65,3542.77,0
10333,12000,36,7.66,374.16,10,MORTGAGE,143375,0,home_improvement,13266.55548,12000.0,1266.56,330.55,0
10334,7800,36,11.99,259.04,4,RENT,102000,0,debt_consolidation,8435.608545,7800.0,635.61,6364.39,0
10335,6600,60,18.91,170.89,5,MORTGAGE,57000,1,house,5074.77,2319.47,2479.86,35.57,1
10336,9496,36,13.55,407.52,10,RENT,70000,0,major_purchase,14670.44633,12000.0,2670.45,442.54,0
10337,2000,36,5.79,60.66,2,OWN,28800,0,major_purchase,2183.515076,2000.0,183.52,71.22,0
10338,8500,36,15.58,297.08,10,MORTGAGE,85000,1,debt_consolidation,10694.99022,8500.0,2194.99,308.06,0
10339,11950,36,10.36,389.24,7,RENT,50400,1,debt_consolidation,13032.19476,12000.0,1032.19,5369.58,0
10340,2000,36,7.51,62.23,5,MORTGAGE,55596,1,other,2105.599163,2000.0,90.6,103.33,0
10341,14950,36,16.45,530.67,9,MORTGAGE,60000,0,debt_consolidation,17622.77414,15000.0,2622.77,2681.34,0
10342,9975,36,5.42,301.6,5,MORTGAGE,58000,0,debt_consolidation,10606.72559,10000.0,606.73,5788.73,0
10343,7325,36,12.69,245.72,1,RENT,42000,0,debt_consolidation,8845.75,7325.0,1520.75,249.25,0
10344,10000,36,16.82,355.62,4,RENT,50000,0,debt_consolidation,12802.63582,10000.0,2802.64,377.85,0
10345,10000,60,11.11,217.98,9,MORTGAGE,43000,1,renewable_energy,13078.26,10000.0,3078.26,217.44,0
10346,13846,36,13.85,477.46,6,RENT,100000,0,debt_consolidation,17189.51238,14000.0,3189.51,501.57,0
10347,22725,60,15.62,548.66,8,RENT,30000,1,small_business,19891.55,10315.11,7768.92,548.66,1
10348,18000,36,11.49,593.49,9,MORTGAGE,63000,1,other,21365.31998,18000.0,3365.32,612.05,0
10349,8000,36,5.79,242.62,0,MORTGAGE,70000,1,debt_consolidation,8710.654438,8000.0,710.65,1706.05,0
10350,17925,36,14.61,620.56,4,MORTGAGE,56000,1,debt_consolidation,20606.03197,18000.0,2606.04,408.53,0
10351,27975,36,7.49,870.85,5,MORTGAGE,400000,1,debt_consolidation,31350.41999,28000.0,3350.42,893.97,0
10352,15550,36,13.22,676.02,10,MORTGAGE,165000,1,credit_card,21619.13589,20000.0,1619.14,16890.2,0
10353,10000,36,10.65,325.74,1,RENT,68000,1,debt_consolidation,11666.63392,10000.0,1666.63,753.66,0
10355,10750,36,8.9,349.29,10,MORTGAGE,144000,1,debt_consolidation,12574.24811,11000.0,1574.25,358.0,0
10356,11995,36,13.22,464.76,2,MORTGAGE,42000,0,debt_consolidation,8500.1,6051.62,2248.4,201.0,1
10357,7945,36,13.16,337.71,2,RENT,43000,1,debt_consolidation,12157.14291,10000.0,2157.15,351.9,0
10358,12500,36,8.88,396.8,0,RENT,70004,1,debt_consolidation,14285.26913,12500.0,1785.27,437.41,0
10359,4000,36,12.42,133.67,3,RENT,23400,0,debt_consolidation,4811.732767,4000.0,811.73,145.89,0
10360,22100,36,12.99,754.64,3,RENT,68231,1,debt_consolidation,27166.8929,22400.0,4766.89,767.88,0
10361,3600,60,14.79,85.25,3,RENT,33588,0,debt_consolidation,5114.773377,3600.0,1514.77,85.02,0
10362,12250,36,5.79,373.03,6,MORTGAGE,65000,1,debt_consolidation,13292.10679,12300.0,992.11,4729.0,0
10363,13750,60,15.99,340.38,4,MORTGAGE,150060,0,debt_consolidation,18110.59525,14000.0,4110.6,9636.1,0
10364,13000,60,17.51,326.66,2,RENT,30996,0,debt_consolidation,16083.51081,13000.0,3083.51,10549.62,0
10365,4400,36,19.91,163.32,0,RENT,14400,1,credit_card,5879.425685,4400.0,1479.43,168.3,0
10366,11425,36,13.48,390.13,2,RENT,39600,0,debt_consolidation,12554.07745,11500.0,1054.08,9446.72,0
10367,4500,60,17.49,113.03,4,RENT,18996,1,other,5996.362545,4500.0,1496.36,3067.01,0
10368,19891,60,22.85,576.14,10,RENT,58000,1,debt_consolidation,34496.19003,20500.0,13996.19,3960.77,0
10369,23175,36,7.9,725.94,3,MORTGAGE,65000,1,debt_consolidation,24554.56476,23200.0,1354.56,18024.97,0
10370,4000,36,8.9,127.02,0,RENT,40860,1,moving,1648.79,1321.49,327.3,127.02,1
10371,5950,36,14.35,206.09,2,OWN,31200,0,debt_consolidation,7245.169704,6000.0,1245.17,1101.16,0
10372,2700,36,10.75,88.08,2,RENT,30000,0,debt_consolidation,2901.880108,2700.0,201.88,1804.12,0
10373,4000,36,14.46,137.61,10,RENT,105000,0,credit_card,1788.8,1250.1,538.7,137.61,1
10374,10000,36,13.23,338.05,1,RENT,51996,1,debt_consolidation,10458.08032,10000.0,426.18,9445.95,0
10375,200,36,10.91,408.71,2,OWN,36000,0,debt_consolidation,9787.67,8324.44,1463.23,200.01,1
10376,6225,36,14.84,216.17,0,OWN,20640,1,other,7777.191317,6250.0,1482.19,60.32,0
10377,11814,36,11.83,397.61,3,MORTGAGE,33600,0,educational,14302.22538,12000.0,2302.23,1220.35,0
10378,14825,36,10.25,485.78,5,MORTGAGE,109000,0,debt_consolidation,17489.2996,15000.0,2489.3,558.56,0
10379,7225,36,6.62,230.28,9,MORTGAGE,140000,1,debt_consolidation,8289.976276,7500.0,789.98,252.22,0
10380,1000,36,15.23,34.78,5,MORTGAGE,30000,1,debt_consolidation,1251.992453,1000.0,251.99,39.29,0
10381,8000,36,11.71,264.61,8,RENT,85000,1,major_purchase,8371.963221,8000.0,371.96,7317.57,0
10382,19975,60,18.25,510.6,9,RENT,105000,1,debt_consolidation,23695.70573,20000.0,3695.71,17577.92,0
10383,7150,36,9.63,231.08,1,MORTGAGE,51150,0,debt_consolidation,7468.187665,7200.0,268.19,4545.93,0
10384,4975,36,17.19,178.74,10,MORTGAGE,82800,0,home_improvement,1521.43,780.72,467.4,178.74,1
10385,4200,60,12.69,94.9,10,MORTGAGE,51600,1,credit_card,5625.080006,4200.0,1425.08,402.37,0
10386,4000,36,9.99,129.05,2,RENT,26280,1,debt_consolidation,4639.441058,4000.0,639.44,521.21,0
10387,15950,36,10.99,523.77,10,RENT,36000,0,small_business,12061.03,9579.66,2481.37,52.39,1
10388,7800,36,14.27,267.61,3,RENT,36000,1,major_purchase,9633.93857,7800.0,1833.94,282.61,0
10389,11862,60,5.79,230.83,10,MORTGAGE,50000,0,debt_consolidation,13849.3599,12000.0,1849.36,230.38,0
10390,3045,36,12.21,266.52,7,MORTGAGE,75000,1,debt_consolidation,9151.786899,8000.0,1151.79,629.61,0
10391,14950,36,9.88,483.16,4,MORTGAGE,85000,0,house,15123.97135,15000.0,123.97,15125.44,0
10392,0,36,12.54,199.17,0,RENT,45000,1,credit_card,6989.968534,5950.0,1039.97,2608.44,0
10393,12711,36,9.25,434.86,5,RENT,71004,1,credit_card,15655.84166,13625.0,2030.84,490.4,0
10394,2400,36,8.0,75.21,5,RENT,54000,1,educational,2707.431606,2400.0,307.43,80.25,0
10395,34960,60,15.96,850.39,10,MORTGAGE,96000,1,debt_consolidation,35698.12,8325.72,10176.34,1284.97,1
10396,149,36,10.91,326.97,2,RENT,75000,0,debt_consolidation,5642.35,2717.29,1074.3,195.81,1
10397,20000,60,14.91,420.02,9,RENT,120000,1,debt_consolidation,26904.29,20000.0,6904.29,8492.58,0
10398,6569,36,7.88,206.45,5,MORTGAGE,72000,0,credit_card,7432.583813,6600.0,832.58,215.79,0
10399,23950,60,22.35,666.95,10,RENT,71000,1,credit_card,26591.3097,23975.0,2616.31,23263.21,0
10400,14750,36,8.49,473.45,2,RENT,58000,0,credit_card,17043.93699,15000.0,2043.94,490.23,0
10401,6175,60,15.95,150.61,2,RENT,64000,1,car,9036.360012,6200.0,2836.36,150.37,0
10402,4000,36,7.51,124.45,8,MORTGAGE,44196,1,home_improvement,4480.047706,4000.0,480.05,140.29,0
10403,625,36,11.41,342.51,1,RENT,55000,0,wedding,11912.01711,10400.0,1512.02,61.65,0
10404,10000,36,13.49,339.31,10,MORTGAGE,87600,0,debt_consolidation,12177.62544,10000.0,2177.63,1699.54,0
10405,9900,36,12.21,333.15,1,RENT,56500,1,other,11924.02858,9999.97,1924.06,2271.91,0
10406,24854,36,15.58,873.76,10,MORTGAGE,230004,1,debt_consolidation,31575.99536,25000.0,6489.88,930.14,0
10407,2000,36,11.12,65.6,3,RENT,49500,0,debt_consolidation,1667.15,1266.5,343.75,51.0,1
10408,19307,36,14.61,689.51,4,RENT,63000,1,debt_consolidation,24821.99047,20000.0,4821.99,709.76,0
10409,14904,60,18.54,385.33,1,RENT,125004,1,debt_consolidation,22786.9891,14999.99,7787.0,4306.24,0
10410,4287,36,14.11,410.75,0,OWN,92000,1,small_business,7691.54,5368.87,2021.21,410.75,1
10411,2000,36,11.36,65.83,10,RENT,65000,0,other,2289.421125,2000.0,289.42,1041.23,0
10412,9483,36,10.25,323.85,2,RENT,33500,0,debt_consolidation,11511.41858,10000.0,1511.42,3438.44,0
10413,7500,36,12.69,251.59,9,RENT,40000,0,debt_consolidation,5767.89,4013.53,1251.8,251.59,1
10414,9000,36,13.49,305.38,7,RENT,87000,0,credit_card,10993.41806,9000.0,1993.42,345.77,0
10415,10000,36,5.79,303.27,10,MORTGAGE,55000,1,debt_consolidation,10918.25875,10000.0,918.26,356.29,0
10416,4000,60,10.59,86.16,5,MORTGAGE,39600,0,car,1895.41,1219.55,661.45,86.16,1
10417,6000,36,7.49,186.61,2,RENT,69000,1,other,6686.488711,6000.0,686.49,1472.57,0
10418,3417,36,13.61,118.96,1,OWN,21600,0,medical,4282.879966,3500.0,782.88,143.7,0
10419,17575,36,8.94,559.18,0,OWN,63000,0,credit_card,18757.11,1451.43,747.14,580.0,1
10420,6725,36,14.5,413.06,0,RENT,48000,0,debt_consolidation,14869.97536,12000.0,2869.98,420.05,0
10421,10000,36,9.99,322.63,2,RENT,24996,0,debt_consolidation,11614.46797,10000.0,1614.47,343.54,0
10422,14000,60,19.03,363.4,2,MORTGAGE,43392,1,debt_consolidation,10134.63,4081.15,4620.77,363.4,1
10423,3000,36,13.43,101.71,5,MORTGAGE,21000,0,debt_consolidation,3650.323305,3000.0,650.32,511.02,0
10424,16733,36,11.58,825.34,3,MORTGAGE,105000,1,home_improvement,29712.11657,24999.99,4712.13,833.54,0
10425,9781,36,9.32,332.25,1,RENT,40800,0,educational,11832.28738,10400.0,1432.29,4146.51,0
10426,12000,36,13.06,404.68,1,RENT,65400,1,credit_card,13065.339,12000.0,1065.34,9832.14,0
10427,5000,36,15.96,175.69,10,RENT,98000,0,moving,6358.993393,5000.0,1328.99,178.98,0
10428,18250,60,21.22,495.99,10,MORTGAGE,180000,1,small_business,7847.61,2068.7,3409.02,50.0,1
10429,9000,36,14.22,308.56,3,MORTGAGE,72000,0,home_improvement,10837.94991,9000.0,1837.95,3761.34,0
10431,6000,36,14.79,207.38,10,MORTGAGE,40000,1,debt_consolidation,6774.282302,6000.0,774.28,4498.16,0
10432,12000,60,20.25,319.6,5,RENT,36000,1,credit_card,18835.20997,12000.0,6835.21,3833.34,0
10433,9600,36,7.51,298.65,4,MORTGAGE,45760,0,credit_card,10751.77603,9600.0,1151.78,336.54,0
10434,2200,36,11.99,73.07,1,RENT,46080,1,other,2630.131265,2200.0,430.13,73.38,0
10435,6189,36,10.83,246.57,10,MORTGAGE,32004,1,debt_consolidation,8876.518812,7550.0,1326.52,262.43,0
10436,13725,36,13.79,468.54,2,RENT,33000,1,debt_consolidation,16404.3304,13749.98,2654.35,6.14,0
10437,24645,36,18.78,913.63,10,MORTGAGE,125000,0,small_business,32891.32069,25000.0,7891.32,936.87,0
10438,3000,36,7.68,93.58,10,RENT,55000,0,medical,3368.550293,3000.0,368.55,106.52,0
10439,12000,36,7.9,375.49,10,MORTGAGE,60000,1,debt_consolidation,13517.36,12000.0,1517.36,379.67,0
10440,8875,36,7.51,311.1,4,RENT,42000,0,debt_consolidation,11199.66563,10000.0,1199.67,343.69,0
10441,7500,36,7.88,250.25,10,MORTGAGE,72000,0,debt_consolidation,8984.82819,8000.0,984.83,1485.32,0
10442,18000,60,15.2,430.12,9,MORTGAGE,76300,1,debt_consolidation,25806.68002,18000.0,7806.68,429.6,0
10443,7800,36,11.86,258.56,4,MORTGAGE,150000,1,debt_consolidation,9308.157836,7800.0,1508.16,269.67,0
10444,7675,36,15.23,267.8,4,RENT,63000,1,debt_consolidation,9505.081483,7700.0,1805.08,146.24,0
10445,5000,36,12.73,167.84,3,MORTGAGE,60000,0,other,6042.548593,5000.0,1042.55,196.64,0
10446,3325,36,11.49,109.63,2,RENT,37000,0,major_purchase,3946.654722,3325.0,621.65,118.68,0
10447,6475,60,15.65,156.87,2,MORTGAGE,85000,1,major_purchase,8630.317888,6500.0,2130.32,3929.01,0
10448,17850,36,8.94,571.89,0,MORTGAGE,105000,0,debt_consolidation,19790.31636,17999.99,1790.32,4118.92,0
10449,16432,60,11.86,377.51,7,RENT,56000,1,debt_consolidation,6793.56,4088.43,2687.31,377.51,1
10450,23767,60,17.06,597.24,10,MORTGAGE,200000,1,debt_consolidation,35834.06675,24000.0,11834.07,596.9,0
10451,5500,36,6.91,185.02,0,RENT,33500,0,debt_consolidation,6424.962206,6000.0,424.96,3836.47,0
10452,4750,36,13.35,160.85,2,MORTGAGE,52250,0,wedding,4803.09,4750.0,53.09,4803.62,0
10453,15800,60,21.67,434.11,1,MORTGAGE,122400,1,debt_consolidation,9392.16,3525.72,5132.88,434.11,1
10454,14275,60,20.25,383.52,10,MORTGAGE,50400,1,debt_consolidation,8680.26,3492.94,4537.66,383.52,1
10455,13475,60,19.29,351.71,4,RENT,121392,1,debt_consolidation,15518.60377,13475.0,2026.01,9834.75,0
10456,10000,36,7.29,310.1,8,MORTGAGE,70000,0,home_improvement,10917.23908,10000.0,917.24,5036.39,0
10457,5000,60,19.69,131.61,3,OWN,38004,0,other,7896.96,5000.0,2896.96,263.58,0
10459,34950,36,13.99,1196.05,10,MORTGAGE,164000,1,home_improvement,42507.0481,35000.0,7507.05,4260.3,0
10460,15600,60,11.49,343.56,5,MORTGAGE,40000,1,home_improvement,19555.12251,15625.0,3930.12,8271.69,0
10461,3200,36,16.07,112.63,2,RENT,42000,1,debt_consolidation,378.9,113.0,126.22,127.63,1
10462,1819,36,13.36,101.61,0,RENT,31131,0,moving,3651.066034,3000.0,651.07,12.13,0
10463,24975,36,11.36,822.78,5,RENT,125000,0,debt_consolidation,28367.74067,24999.99,3367.75,14391.94,0
10464,5000,36,9.32,159.74,2,RENT,63000,1,credit_card,5750.374954,5000.0,750.37,181.3,0
10465,5996,36,6.76,184.61,9,MORTGAGE,34000,1,vacation,6624.447553,6000.0,624.45,1292.86,0
10467,1419,36,13.17,185.77,0,RENT,61000,0,credit_card,6657.796403,5500.0,1157.8,1085.22,0
10468,3000,36,11.83,99.41,9,RENT,56400,0,home_improvement,3436.326011,3000.0,421.33,1732.93,0
10470,1085,36,10.83,39.19,1,MORTGAGE,40000,0,debt_consolidation,1425.972978,1200.0,210.97,41.96,0
10471,16750,60,11.71,375.67,10,RENT,65000,1,debt_consolidation,12368.91,6169.26,3589.84,375.67,1
10472,14863,36,17.19,536.2,10,MORTGAGE,160000,0,other,18741.92884,15000.0,3741.93,6422.7,0
10473,3200,36,8.0,100.28,2,RENT,30000,0,other,3472.437876,3200.0,272.44,7.52,0
10474,13270,36,15.05,520.37,0,RENT,40000,1,debt_consolidation,18324.87705,15000.0,3324.88,5843.04,0
10475,18280,36,11.99,697.41,0,MORTGAGE,145000,1,debt_consolidation,23990.61068,21000.0,2990.61,12136.96,0
10476,2000,36,10.99,65.47,4,RENT,32496,1,debt_consolidation,1389.33,1024.28,279.61,130.94,1
10477,2480,36,14.74,86.35,1,OWN,17676,0,debt_consolidation,3102.018274,2500.0,602.02,343.4,0
10478,15065,60,17.99,888.58,5,MORTGAGE,195200,1,debt_consolidation,39959.85944,35000.0,4959.86,754.98,0
10479,19925,36,12.73,671.33,10,MORTGAGE,130208,0,other,24169.23136,20000.0,4169.23,739.27,0
10480,12000,36,9.91,386.7,5,RENT,80000,0,debt_consolidation,13909.61999,12000.0,1909.62,965.7,0
10481,3000,60,9.63,63.2,0,RENT,21000,0,vacation,3697.563948,3000.0,652.56,1449.86,0
10482,14500,36,10.99,474.65,10,MORTGAGE,64656,0,debt_consolidation,17087.09181,14500.0,2587.09,509.12,0
10483,12399,60,19.69,326.39,1,RENT,54000,1,small_business,19583.3065,12400.01,7183.3,326.28,0
10484,10000,36,14.17,342.61,0,RENT,59000,0,debt_consolidation,11128.2047,10000.0,1128.2,7552.15,0
10485,3600,36,16.77,127.94,4,RENT,54804,0,house,4663.659996,3600.0,1033.66,327.04,0
10486,5000,36,14.54,172.21,4,MORTGAGE,125000,0,vacation,5968.607494,5000.0,968.61,2255.94,0
10487,30000,60,12.69,677.85,1,MORTGAGE,103800,1,home_improvement,35335.94367,30000.0,5335.94,23155.89,0
10488,10900,36,12.42,364.23,6,RENT,55000,1,debt_consolidation,12510.31267,10900.0,1610.31,6326.7,0
10489,15810,60,16.89,396.7,6,MORTGAGE,57000,0,small_business,22560.56,14816.95,7743.61,396.7,0
10490,10000,36,14.35,343.48,5,MORTGAGE,35004,1,other,11646.07827,10000.0,1646.08,6165.0,0
10491,3975,36,7.49,124.41,0,OWN,30000,1,wedding,4478.61932,4000.0,478.62,147.92,0
10492,11925,36,9.99,387.15,1,RENT,96000,0,car,13850.97516,12000.0,1850.98,3050.2,0
10493,8934,36,9.63,288.85,2,MORTGAGE,43500,1,debt_consolidation,10398.53409,9000.0,1398.53,308.99,0
10494,14600,36,12.61,490.87,0,RENT,60000,1,debt_consolidation,17545.54779,14650.0,2895.55,1838.11,0
10495,6400,36,14.96,221.74,2,RENT,72000,0,wedding,7235.807823,6400.0,835.81,11.14,0
10496,17950,36,14.46,619.23,1,RENT,180000,1,debt_consolidation,22295.89679,18000.0,4295.9,625.85,0
10497,14750,36,7.49,466.53,5,MORTGAGE,110000,1,debt_consolidation,15899.45967,15000.0,899.46,11239.76,0
10498,4000,36,10.37,129.77,4,RENT,58320,1,other,4671.973757,4000.0,671.97,134.15,0
10500,0,36,9.76,188.91,0,MORTGAGE,40000,1,home_improvement,2833.2,2241.42,591.78,188.91,1
10501,15825,60,18.25,404.65,1,RENT,40000,1,other,24010.21825,15849.99,8160.23,4210.41,0
10503,11475,36,14.46,395.62,0,RENT,36000,1,credit_card,13591.39664,11500.0,2091.4,298.41,0
10504,15000,36,11.71,496.14,4,MORTGAGE,53808,1,debt_consolidation,17861.03,15000.0,2861.03,504.79,0
10505,19375,36,11.71,661.52,3,MORTGAGE,120000,1,debt_consolidation,23801.90047,20000.0,3801.9,682.01,0
10506,7904,36,6.92,246.73,5,RENT,90000,1,major_purchase,8882.051159,8000.0,882.05,254.36,0
10507,10950,36,7.51,340.67,10,MORTGAGE,48000,1,debt_consolidation,12242.67,10950.0,1292.67,170.85,0
10508,12000,36,13.49,407.17,10,MORTGAGE,200000,1,debt_consolidation,14460.17197,12000.0,2460.17,3900.04,0
10509,13000,36,7.9,406.78,10,OWN,53100,1,debt_consolidation,13330.24578,13000.0,330.25,12112.55,0
10510,22475,60,20.89,607.31,3,RENT,45000,1,major_purchase,28919.95168,22500.0,6419.95,18601.97,0
10511,17675,60,11.86,399.13,4,MORTGAGE,204000,1,home_improvement,23865.58002,18000.0,5865.58,347.86,0
10512,26375,60,14.65,622.63,10,MORTGAGE,78000,1,debt_consolidation,27645.17161,26375.0,1270.17,158.66,0
10513,6700,36,6.91,206.61,2,RENT,31200,1,debt_consolidation,7437.76427,6700.0,737.76,211.73,0
10514,2000,36,14.22,68.57,4,RENT,30000,1,home_improvement,2468.539553,2000.0,468.54,72.07,0
10515,3000,36,11.49,98.92,2,RENT,60000,1,wedding,3319.114477,3000.0,319.11,2136.71,0
10516,17175,60,15.99,424.26,5,RENT,49000,1,debt_consolidation,19022.78891,17450.0,1572.79,16484.56,0
10517,9200,36,11.89,306.77,6,MORTGAGE,65000,0,debt_consolidation,11043.56919,9250.0,1793.57,343.55,0
10518,6000,36,7.29,186.06,3,RENT,42000,0,home_improvement,6570.185123,6000.0,570.19,447.39,0
10519,24875,36,15.2,869.09,4,MORTGAGE,61000,1,small_business,30491.60854,25000.0,5408.62,677.54,0
10520,14500,36,5.42,437.32,10,MORTGAGE,70000,1,credit_card,7471.48,6150.73,841.43,437.32,1
10521,9950,60,16.45,245.58,6,MORTGAGE,90000,1,car,14734.61842,10000.0,4734.62,258.0,0
10522,6000,36,9.63,192.57,3,RENT,78000,1,other,6909.729564,6000.0,909.73,1142.52,0
10523,5000,60,16.82,123.78,2,MORTGAGE,115000,1,medical,7299.836076,5000.0,2299.84,1494.4,0
10524,19800,60,16.4,490.63,6,MORTGAGE,73350,1,debt_consolidation,26594.4473,20000.0,6594.45,11452.54,0
10525,4800,36,7.29,148.85,2,MORTGAGE,32400,1,home_improvement,5300.728382,4800.0,500.73,1739.66,0
10526,12400,36,6.91,383.14,2,MORTGAGE,112976,1,small_business,13305.03156,12425.0,880.03,7943.88,0
10527,23787,36,18.3,907.6,10,MORTGAGE,116000,0,debt_consolidation,33303.87563,25000.0,8303.88,6722.63,0
10528,10950,36,7.51,342.22,10,RENT,22000,0,credit_card,12343.46,11000.0,1326.35,14.85,0
10529,30000,36,10.65,977.2,10,RENT,75000,1,debt_consolidation,32371.74781,30000.0,2371.75,23586.87,0
10530,4650,36,12.21,158.25,0,MORTGAGE,45204,1,car,5611.750248,4750.0,861.75,1665.91,0
10531,12000,60,12.69,271.14,4,RENT,45000,1,small_business,14628.04,10423.77,4204.27,271.14,0
10532,11950,60,14.91,284.92,1,MORTGAGE,36000,1,major_purchase,16746.32136,12000.0,4746.32,3945.2,0
10533,822,36,10.83,391.9,10,RENT,39000,0,debt_consolidation,13920.6556,11999.99,1920.66,4124.78,0
10534,10000,36,14.26,343.06,5,RENT,116000,0,major_purchase,12351.02913,10000.0,2351.03,371.04,0
10535,12350,36,10.25,404.81,4,RENT,60000,1,debt_consolidation,13890.3387,12500.0,1390.34,7847.36,0
10536,6000,36,8.49,189.38,3,RENT,70000,1,moving,6817.574795,6000.0,817.57,215.1,0
10537,4000,36,9.67,128.45,2,RENT,58000,0,debt_consolidation,4624.19602,4000.0,624.2,138.25,0
10538,18875,60,16.49,463.94,3,RENT,76454,1,debt_consolidation,19135.88,18875.0,260.88,19136.88,0
10539,11300,36,9.99,364.57,1,RENT,42000,0,debt_consolidation,13124.35978,11300.0,1824.36,382.95,0
10540,2300,36,11.12,75.43,1,MORTGAGE,56496,1,other,2568.297594,2300.0,268.3,270.39,0
10541,7300,36,14.84,259.41,6,RENT,36750,0,credit_card,9339.026676,7500.0,1839.03,279.22,0
10542,3975,36,14.42,137.54,0,MORTGAGE,40000,0,debt_consolidation,3806.79,1037.88,464.06,137.54,1
10543,8400,36,8.59,269.48,9,MORTGAGE,54000,0,debt_consolidation,9633.292835,8525.0,1108.29,2360.26,0
10544,465,36,9.64,32.1,0,RENT,5000,0,debt_consolidation,1170.657129,999.99,155.66,1.43,0
10545,6425,36,9.63,206.21,6,MORTGAGE,33168,1,debt_consolidation,6973.55113,6425.0,548.55,110.19,0
10546,13175,60,11.99,293.01,0,MORTGAGE,85000,0,small_business,7554.22,4337.71,2677.6,586.02,1
10548,11000,60,17.27,274.98,2,RENT,48000,1,small_business,16245.72,11000.0,5245.72,3321.66,0
10549,19975,36,14.84,691.75,10,MORTGAGE,120000,1,credit_card,23258.1852,20000.0,3258.19,12903.18,0
